Phylum	Class	Order	Family	Subfamily	Genus	Scientific Name	tax_count	Species	BOLD Name	gbif_authorship
Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Neactina	Neactina ostensackeni	1	ostensackeni	Neactina ostensackeni	 (Lindner, 1958)
Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Neoberis	Neoberis brasiliana	1	brasiliana	Neoberis brasiliana	Lindner, 1949
Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Oplachantha	Oplachantha subcrassicalx	1	subcrassicalx	Oplachantha subcrassicalx	Enderlein, 1921
Arthropoda	Insecta	Diptera	Stratiomyidae	Chiromyzinae	Hylorops	Hylorops philippii	1	philippii	Hylorops philippii	Enderlein, 1921
Arthropoda	Insecta	Diptera	Stratiomyidae	Chiromyzinae	Inopus	Inopus rubriceps	1	rubriceps	Inopus rubriceps	 (Macquart, 1847)
Arthropoda	Insecta	Diptera	Stratiomyidae	Chiromyzinae	Mapuchemyia	Mapuchemyia krausei	1	krausei	Mapuchemyia krausei	 (Philippi, 1865)
Arthropoda	Insecta	Diptera	Stratiomyidae	Chiromyzinae	Nonacris	Nonacris chilensis	1	chilensis	Nonacris chilensis	Lindner, 1943
Arthropoda	Insecta	Diptera	Stratiomyidae	Chiromyzinae	Tana	Tana paulseni	1	paulseni	Tana paulseni	 (Philippi, 1865)
Arthropoda	Insecta	Diptera	Stratiomyidae	Chrysochlorininae	Chromatopoda	Chromatopoda annulipes	1	annulipes	Chromatopoda annulipes	 (Walker, 1849)
Arthropoda	Insecta	Diptera	Stratiomyidae	Chrysochlorininae	Chrysochlorina	Chrysochlorina currani	1	currani	Chrysochlorina currani	Iide, 1966
Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Abasanistus	Abasanistus aureopictus	1	aureopictus	Abasanistus aureopictus	James, 1973
Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Acropeltates	Acropeltates kerteszi	1	kerteszi	Acropeltates kerteszi	Szilady, 1929
Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Adoxomyia	Adoxomyia cinerascens	1	cinerascens	Adoxomyia cinerascens	 (Loew, 1873)
Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Campeprosopa	Campeprosopa longispina	1	longispina	Campeprosopa longispina	 (Brunetti, 1913)
Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Clitellaria	Clitellaria orientalis	1	orientalis	Clitellaria orientalis	 (Lindner, 1951)
Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Cyphomyia	Cyphomyia albomaculata	1	albomaculata	Cyphomyia albomaculata	 (Macquart, 1834)
Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Dieuryneura	Dieuryneura stigma	1	stigma	Dieuryneura stigma	 (Giglio-Tos, 1891)
